Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:30,2022-12-09 20:38:30,0.002s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC034_SubTransBod""))",,,,2022-12-09 20:38:30,2022-12-09 20:38:35,5.095s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:35,2022-12-09 20:38:35,0.002s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC035_SubTransPut""))",,,,2022-12-09 20:38:35,2022-12-09 20:38:37,2.062s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:37,2022-12-09 20:38:37,0.001s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC036_SubTransGet""))",,,,2022-12-09 20:38:37,2022-12-09 20:38:38,0.871s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:38,2022-12-09 20:38:38,0.003s,PASSED
,,,,,,,
Test Cases/TC_Trans_TotalTrans,,,,2022-12-09 20:38:38,2022-12-09 20:38:40,1.358s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC029_TotalTrans""))",,,,2022-12-09 20:38:39,2022-12-09 20:38:39,0.458s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:39,2022-12-09 20:38:39,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC030_TotalTransLink""))",,,,2022-12-09 20:38:39,2022-12-09 20:38:40,0.405s,PASSED
"verifyResponseStatusCode(response, statusCode7)",,,,2022-12-09 20:38:40,2022-12-09 20:38:40,0.002s,PASSED
,,,,,,,
Test Cases/TC_Trans_TransHist,,,,2022-12-09 20:38:40,2022-12-09 20:38:48,8.248s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC009_TransactionHist""))",,,,2022-12-09 20:38:40,2022-12-09 20:38:41,0.710s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:41,2022-12-09 20:38:41,0.004s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC010_TransHistLink""))",,,,2022-12-09 20:38:41,2022-12-09 20:38:47,6.177s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:47,2022-12-09 20:38:47,0.004s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC011_TransHistPost""))",,,,2022-12-09 20:38:47,2022-12-09 20:38:47,0.355s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:47,2022-12-09 20:38:47,0.005s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC012_TransHistPut""))",,,,2022-12-09 20:38:47,2022-12-09 20:38:48,0.433s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:48,2022-12-09 20:38:48,0.005s,PASSED
,,,,,,,
Test Cases/TC_Trans_TransHistID,,,,2022-12-09 20:38:48,2022-12-09 20:38:54,6.351s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC013_TransID""))",,,,2022-12-09 20:38:49,2022-12-09 20:38:51,2.135s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:51,2022-12-09 20:38:51,0.004s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC014_TransHistIDWrong""))",,,,2022-12-09 20:38:51,2022-12-09 20:38:53,2.553s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:53,2022-12-09 20:38:53,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC015_TransHistIDPost""))",,,,2022-12-09 20:38:53,2022-12-09 20:38:54,0.486s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:54,2022-12-09 20:38:54,0.005s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC016_TransHistIDPut""))",,,,2022-12-09 20:38:54,2022-12-09 20:38:54,0.365s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:54,2022-12-09 20:38:54,0.004s,PASSED
,,,,,,,
Test Cases/TC_Trans_UpTransStat,,,,2022-12-09 20:38:54,2022-12-09 20:38:56,1.906s,FAILED
"response = sendRequest(findTestObject(""Transaction/AC017_UpdateTransStat""))",,,,2022-12-09 20:38:55,2022-12-09 20:38:55,0.390s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:55,2022-12-09 20:38:55,0.005s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC018_UpTransStatLinkBod""))",,,,2022-12-09 20:38:55,2022-12-09 20:38:56,0.721s,FAILED
,,,,,,,
Test Cases/TC_TransLoginAdmin,,,,2022-12-09 20:38:56,2022-12-09 20:38:59,2.657s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC005_loginAdmin""))",,,,2022-12-09 20:38:57,2022-12-09 20:38:57,0.339s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:57,2022-12-09 20:38:57,0.004s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC006_LogAdmLink""))",,,,2022-12-09 20:38:57,2022-12-09 20:38:58,0.344s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:58,2022-12-09 20:38:58,0.002s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC007_LogAdmPOST""))",,,,2022-12-09 20:38:58,2022-12-09 20:38:58,0.582s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:58,2022-12-09 20:38:58,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC008_LogAdPut""))",,,,2022-12-09 20:38:58,2022-12-09 20:38:59,0.612s,PASSED
"verifyResponseStatusCode(response, statusCode5)",,,,2022-12-09 20:38:59,2022-12-09 20:38:59,0.003s,PASSED
